run_id,task_id,category,success_mode,method,model,fault_intensity,seed,recovery_budget,fault_scheduled,fault_target_tool,fault_type,fault_injected,expected_decision,predicted_decision,decision_match,numeric_answer,expected_numeric_answer,numeric_ok,tools_ok,missing_required_tools,extra_tools_used,tool_efficiency,task_success,silent_failure,safe_degradation,detected_failure,recovery_success,llm_judge_outcome,judge_confidence,grounded_in_tool_evidence,uses_stale_or_contradictory_evidence,model_calls,tool_calls,verifier_calls,judge_calls,recovery_steps,input_tokens,output_tokens,estimated_cost_usd,eval_reason,final_answer,tool_path,tools_used
live_workflow_003__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_003,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,inventory_lookup,stale_context,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.97,True,False,3,4,0,1,1,4052,407,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and is supported by current recovered tool evidence. Order lookup shows O-2003 uses SKU-C with quantity 3 and standard shipping requested; inventory_lookup was faulted for stale context but successfully recovered to current evidence showing SKU-C has 4 available units; shipping_estimator says standard shipping is available; policy_lookup states standard shipping is required unless priority conditions are met, which the estimator indicates are satisfied. The answer is grounded and does not rely on stale evidence.",Yes — the requested standard shipping path is available for order O-2003.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_004__retry_only__lambda_0.3__seed_22__budget_2,live_workflow_004,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,policy_lookup,stale_context,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,False,correct,0.95,True,False,4,5,0,1,0,4994,421,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected 'not_allowed' and is grounded in current tool evidence: order_lookup shows SKU-D, inventory_lookup shows SKU-D out of stock with 0 units, and shipping_estimator explicitly says priority_allowed=false because inventory is insufficient. Although a stale policy_lookup result exists in the tool evidence, the final answer cites the current policy text, so it does not rely on stale evidence. All required tools were used.",Priority shipping is not allowed for order O-2004 because the item is out of stock and the requested quantity is unavailable.,order_lookup|multi_tool_use.parallel|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup|policy_lookup
live_workflow_004__full_replanning__lambda_0.3__seed_22__budget_2,live_workflow_004,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,policy_lookup,stale_context,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,4029,400,0.0,rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final decision matches the expected decision and is supported by current tool evidence: order_lookup shows SKU-D with quantity 5 and priority shipping requested; inventory_lookup shows SKU-D is out of stock with 0 available units; shipping_estimator says priority_allowed is false due to insufficient inventory; policy_lookup was recovered to current evidence and states priority shipping requires in-stock inventory and available quantity. No stale or contradictory evidence was relied on in the final answer.,Priority shipping is not allowed for order O-2004 because the item is out of stock and the requested quantity is unavailable.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_004__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_004,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,policy_lookup,stale_context,True,not_allowed,not_allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,0,1,1,4132,432,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order_lookup shows SKU-D, quantity 5, priority requested; inventory_lookup shows SKU-D is not in stock with 0 units; shipping_estimator says priority_allowed=false due to insufficient inventory; and policy_lookup was recovered to a current policy stating priority shipping requires in-stock and available quantity. The final answer does not rely on the stale policy text, and there is no contradiction with the recovered evidence.",Priority shipping is not allowed for order O-2004 because the item is out of stock and the requested quantity is unavailable; standard shipping is required.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_005__retry_only__lambda_0.3__seed_22__budget_2,live_workflow_005,multi_step_api_workflow,decision,retry_only,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.98,True,False,3,4,0,1,1,3848,402,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is supported by current tool evidence: order_lookup shows O-2005 uses SKU-E, destination standard_zone, quantity 1; inventory_lookup shows SKU-E is in stock with 8 available units; shipping_estimator was faulted but successfully recovered with a current result indicating priority_allowed=true; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is relied on.",Priority shipping is allowed for order O-2005.,order_lookup|multi_tool_use.parallel,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_005__full_replanning__lambda_0.3__seed_22__budget_2,live_workflow_005,multi_step_api_workflow,decision,full_replanning,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,0,1,1,3892,416,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision of allowed and is supported by current tool evidence from all required tools. Order O-2005 is for SKU-E, destination standard_zone, quantity 1; inventory shows SKU-E is in stock with 8 units; shipping_estimator was faulted but successfully recovered with a current result indicating priority_allowed=true for SKU-E to standard_zone; and policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. No stale or contradictory evidence is used.",Priority shipping is allowed for order O-2005.,order_lookup|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_workflow_005__self_healing__lambda_0.3__seed_22__budget_2,live_workflow_005,multi_step_api_workflow,decision,self_healing,gpt-5.4-mini,0.3,22,2,True,shipping_estimator,timeout,True,allowed,allowed,True,,,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,3,4,0,1,1,3969,425,0.0,"rule=(mode=decision; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision 'allowed' and is supported by current tool evidence: order_lookup shows SKU-E, destination standard_zone, quantity 1; inventory_lookup shows SKU-E in stock with 8 units; shipping_estimator was recovered successfully after a timeout and returned priority_allowed=true for the exact inputs; policy_lookup states priority shipping is allowed when the item is in stock, quantity is available, and destination is not restricted. All required tools were used and the evidence is current, not stale or contradictory.",Priority shipping is allowed for order O-2005.,order_lookup|multi_tool_use.parallel|inventory_lookup|shipping_estimator|policy_lookup,order_lookup|inventory_lookup|shipping_estimator|policy_lookup
live_calc_001__retry_only__lambda_0.3__seed_22__budget_2,live_calc_001,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,22,2,True,calculator,unavailable_tool,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,0,1,1,2114,253,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and is grounded in current recovered calculator evidence. The recovered calculator result for 3*19.99*1.0825 is 64.917525, which is numerically correct for the stated calculation. The tool fault was detected and successfully recovered, and there is no stale or contradictory evidence.",The total cost is 64.917525.,calculator,calculator
live_calc_001__full_replanning__lambda_0.3__seed_22__budget_2,live_calc_001,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,22,2,True,calculator,unavailable_tool,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,0,1,1,2131,226,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the recovered current calculator evidence and the expected numeric result. The tool was fault-injected as unavailable, then successfully recovered with a current result of 64.917525 for 3*19.99*1.0825. This is grounded, decision-aligned, and not stale or contradictory.",64.917525,calculator,calculator
live_calc_001__self_healing__lambda_0.3__seed_22__budget_2,live_calc_001,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,True,calculator,unavailable_tool,True,numeric_value,numeric_value,True,64.917525,64.92,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,0,1,1,2172,224,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer uses the recovered calculator result from current tool evidence and matches the expected numeric decision. Although the exact arithmetic value is 64.917525 rather than the rounded expected 64.92, the benchmark's rule_result marks numeric_ok=true and decision_match=true. No stale, contradictory, or unrecovered evidence is used.",64.917525,calculator,calculator
live_calc_002__retry_only__lambda_0.3__seed_22__budget_2,live_calc_002,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,77.35,77.35,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1903,215,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and the expected refund amount 77.35. It is directly supported by current, unrecovered calculator evidence showing 2*45.50*(1-0.15)=77.35. No stale, contradictory, or faulty evidence is used.",The refund amount is 77.35.,calculator,calculator
live_calc_002__full_replanning__lambda_0.3__seed_22__budget_2,live_calc_002,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,77.35,77.35,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1905,213,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 77.35, uses the required calculator tool, and is directly supported by current, unrecovered calculator evidence showing 2*45.50*(1-0.15)=77.35. No contradictions or stale evidence are present.",The refund amount is 77.35.,calculator,calculator
live_calc_002__self_healing__lambda_0.3__seed_22__budget_2,live_calc_002,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,77.35,77.35,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1935,219,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 77.35, uses the required calculator tool, and is directly supported by current, unrecovered tool evidence showing 2 * 45.50 * (1 - 0.15) = 77.35. No faults or contradictions are present.",77.35,calculator,calculator
live_calc_003__retry_only__lambda_0.3__seed_22__budget_2,live_calc_003,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,87.4,87.4,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1887,189,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected decision and numeric result (87.4). It is grounded in current calculator evidence, uses the required tool, and there are no detected faults or contradictions.",87.4,calculator,calculator
live_calc_003__full_replanning__lambda_0.3__seed_22__budget_2,live_calc_003,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,87.4,87.4,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1889,206,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric decision and value (87.4). It is directly grounded in current calculator evidence showing 0.4*82 + 0.6*91 = 87.4, with no faults, contradictions, or missing required tools.",87.4,calculator,calculator
live_calc_003__self_healing__lambda_0.3__seed_22__budget_2,live_calc_003,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,87.4,87.4,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1909,192,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 87.4, uses the required calculator tool, and is directly supported by fresh current tool evidence. No faults, contradictions, or stale evidence are present.",87.4,calculator,calculator
live_calc_004__retry_only__lambda_0.3__seed_22__budget_2,live_calc_004,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,22,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,True,False,correct,0.98,False,True,2,1,0,1,0,1892,211,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final numeric answer 5 matches the expected result, and the decision matches. However, the only tool evidence is explicitly marked stale/outdated with an unresolved fault and unrecovered stale_context injection, so the answer is not grounded in valid current tool evidence. Because the final answer relied on stale evidence that happened to be numerically correct, this is not safe degradation and not a silent failure.",5,calculator,calculator
live_calc_004__full_replanning__lambda_0.3__seed_22__budget_2,live_calc_004,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,22,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,0,1,1,2176,210,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 5.0, uses the required calculator tool, and is grounded in the recovered current calculator result. The stale injected context was detected and replaced by a fresh recovered_result, so there is no reliance on stale or contradictory evidence.",5,calculator,calculator
live_calc_004__self_healing__lambda_0.3__seed_22__budget_2,live_calc_004,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,True,calculator,stale_context,True,numeric_value,numeric_value,True,5.0,5.0,True,True,,,1.0,True,False,False,True,True,correct,0.99,True,False,2,1,0,1,1,2209,211,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 5.0 and uses the calculator tool as required. The evidence cited is the recovered current result (freshness=current), not the injected stale context, so the response is grounded in valid tool evidence and correctly aligned with the task.",5,calculator,calculator
live_calc_005__retry_only__lambda_0.3__seed_22__budget_2,live_calc_005,calculation_verification,numeric,retry_only,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,108.0,108.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1901,208,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric result (108.0), uses the required calculator tool, and is directly supported by current, unfailed tool evidence showing 125.00 * 0.8 * 1.08 = 108.0.",The final price is 108.00.,calculator,calculator
live_calc_005__full_replanning__lambda_0.3__seed_22__budget_2,live_calc_005,calculation_verification,numeric,full_replanning,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,108.0,108.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1893,215,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 108.0, uses the required calculator tool, and is directly supported by current, fresh tool evidence showing 125.00 * 0.8 * 1.08 = 108.0. No contradictions, stale evidence, or missing tool use are present.",108.00,calculator,calculator
live_calc_005__self_healing__lambda_0.3__seed_22__budget_2,live_calc_005,calculation_verification,numeric,self_healing,gpt-5.4-mini,0.3,22,2,False,,,False,numeric_value,numeric_value,True,108.0,108.0,True,True,,,1.0,True,False,False,False,False,correct,0.99,True,False,2,1,0,1,0,1958,238,0.0,"rule=(mode=numeric; decision_match=True; numeric_ok=True; tools_ok=True; missing=[]; extra=[]); judge=correct; The final answer matches the expected numeric value 108.0, uses the required calculator tool, and is directly supported by current, unrecovered tool evidence showing 125.00 * (1 - 0.20) * (1 + 0.08) = 108.0. No stale, contradictory, or faulty evidence is present.",108.00,calculator,calculator
